center,left,right,steering,throttle,brake,speed
IMG/center_2016_12_01_13_35_03_473.jpg, IMG/left_2016_12_01_13_35_03_473.jpg, IMG/right_2016_12_01_13_35_03_473.jpg,0.100034,0.9855326,0,30.18661
IMG/center_2016_12_01_13_35_03_574.jpg, IMG/left_2016_12_01_13_35_03_574.jpg, IMG/right_2016_12_01_13_35_03_574.jpg,0.0904655,0.9855326,0,30.18682
IMG/center_2016_12_01_13_35_03_676.jpg, IMG/left_2016_12_01_13_35_03_676.jpg, IMG/right_2016_12_01_13_35_03_676.jpg,0.0904655,0.9855326,0,30.18655
IMG/center_2016_12_01_13_35_03_776.jpg, IMG/left_2016_12_01_13_35_03_776.jpg, IMG/right_2016_12_01_13_35_03_776.jpg,0.0904655,0.9855326,0,30.18721
IMG/center_2016_12_01_13_35_03_876.jpg, IMG/left_2016_12_01_13_35_03_876.jpg, IMG/right_2016_12_01_13_35_03_876.jpg,0.0904655,0.9855326,0,30.18647
IMG/center_2016_12_01_13_35_03_978.jpg, IMG/left_2016_12_01_13_35_03_978.jpg, IMG/right_2016_12_01_13_35_03_978.jpg,0.0904655,0.9855326,0,30.18646
IMG/center_2016_12_01_13_35_04_080.jpg, IMG/left_2016_12_01_13_35_04_080.jpg, IMG/right_2016_12_01_13_35_04_080.jpg,0.0904655,0.9855326,0,30.18644
IMG/center_2016_12_01_13_35_04_181.jpg, IMG/left_2016_12_01_13_35_04_181.jpg, IMG/right_2016_12_01_13_35_04_181.jpg,0.0904655,0.9855326,0,30.18645
IMG/center_2016_12_01_13_35_04_283.jpg, IMG/left_2016_12_01_13_35_04_283.jpg, IMG/right_2016_12_01_13_35_04_283.jpg,0.0904655,0.9855326,0,30.18646
IMG/center_2016_12_01_13_35_04_383.jpg, IMG/left_2016_12_01_13_35_04_383.jpg, IMG/right_2016_12_01_13_35_04_383.jpg,0.0904655,0.9855326,0,30.18647
IMG/center_2016_12_01_13_35_04_483.jpg, IMG/left_2016_12_01_13_35_04_483.jpg, IMG/right_2016_12_01_13_35_04_483.jpg,0.0904655,0.9855326,0,30.18645
IMG/center_2016_12_01_13_35_04_585.jpg, IMG/left_2016_12_01_13_35_04_585.jpg, IMG/right_2016_12_01_13_35_04_585.jpg,0.0904655,0.9855326,0,30.18645
IMG/center_2016_12_01_13_35_04_686.jpg, IMG/left_2016_12_01_13_35_04_686.jpg, IMG/right_2016_12_01_13_35_04_686.jpg,0.0904655,0.9855326,0,30.18645
IMG/center_2016_12_01_13_35_04_786.jpg, IMG/left_2016_12_01_13_35_04_786.jpg, IMG/right_2016_12_01_13_35_04_786.jpg,0.0904655,0.9855326,0,30.18641
IMG/center_2016_12_01_13_35_04_888.jpg, IMG/left_2016_12_01_13_35_04_888.jpg, IMG/right_2016_12_01_13_35_04_888.jpg,0.0904655,0.9855326,0,30.18643
IMG/center_2016_12_01_13_35_04_989.jpg, IMG/left_2016_12_01_13_35_04_989.jpg, IMG/right_2016_12_01_13_35_04_989.jpg,0.0904655,0.9855326,0,30.18643
IMG/center_2016_12_01_13_35_05_091.jpg, IMG/left_2016_12_01_13_35_05_091.jpg, IMG/right_2016_12_01_13_35_05_091.jpg,0.0904655,0.9855326,0,30.18647
IMG/center_2016_12_01_13_35_05_192.jpg, IMG/left_2016_12_01_13_35_05_192.jpg, IMG/right_2016_12_01_13_35_05_192.jpg,0.01391724,0.9855326,0,30.18669
IMG/center_2016_12_01_13_35_05_294.jpg, IMG/left_2016_12_01_13_35_05_294.jpg, IMG/right_2016_12_01_13_35_05_294.jpg,0,0.9855326,0,30.1866
IMG/center_2016_12_01_13_35_07_220.jpg, IMG/left_2016_12_01_13_35_07_220.jpg, IMG/right_2016_12_01_13_35_07_220.jpg,0,0.9855326,0,30.18663
IMG/center_2016_12_01_13_35_07_321.jpg, IMG/left_2016_12_01_13_35_07_321.jpg, IMG/right_2016_12_01_13_35_07_321.jpg,0,0.9855326,0,30.18644
IMG/center_2016_12_01_13_35_07_422.jpg, IMG/left_2016_12_01_13_35_07_422.jpg, IMG/right_2016_12_01_13_35_07_422.jpg,0.1574452,0.9855326,0,30.18522
IMG/center_2016_12_01_13_35_07_527.jpg, IMG/left_2016_12_01_13_35_07_527.jpg, IMG/right_2016_12_01_13_35_07_527.jpg,0.1574452,0.9855326,0,30.18546
IMG/center_2016_12_01_13_35_07_627.jpg, IMG/left_2016_12_01_13_35_07_627.jpg, IMG/right_2016_12_01_13_35_07_627.jpg,0.1574452,0.9855326,0,30.186
IMG/center_2016_12_01_13_35_07_730.jpg, IMG/left_2016_12_01_13_35_07_730.jpg, IMG/right_2016_12_01_13_35_07_730.jpg,0.1574452,0.9855326,0,30.18626
IMG/center_2016_12_01_13_35_07_832.jpg, IMG/left_2016_12_01_13_35_07_832.jpg, IMG/right_2016_12_01_13_35_07_832.jpg,0.1574452,0.9855326,0,30.18634
IMG/center_2016_12_01_13_35_07_932.jpg, IMG/left_2016_12_01_13_35_07_932.jpg, IMG/right_2016_12_01_13_35_07_932.jpg,0.3583844,0.9855326,0,30.16256
IMG/center_2016_12_01_13_35_08_035.jpg, IMG/left_2016_12_01_13_35_08_035.jpg, IMG/right_2016_12_01_13_35_08_035.jpg,0.3583844,0.9855326,0,30.17533
IMG/center_2016_12_01_13_35_08_136.jpg, IMG/left_2016_12_01_13_35_08_136.jpg, IMG/right_2016_12_01_13_35_08_136.jpg,0.3775214,0.9855326,0,30.17891
IMG/center_2016_12_01_13_35_08_237.jpg, IMG/left_2016_12_01_13_35_08_237.jpg, IMG/right_2016_12_01_13_35_08_237.jpg,0.1765823,0.9855326,0,30.19167
IMG/center_2016_12_01_13_35_08_338.jpg, IMG/left_2016_12_01_13_35_08_338.jpg, IMG/right_2016_12_01_13_35_08_338.jpg,0,0.9855326,0,30.18408
IMG/center_2016_12_01_13_35_29_104.jpg, IMG/left_2016_12_01_13_35_29_104.jpg, IMG/right_2016_12_01_13_35_29_104.jpg,0,0.9855326,0,30.18666
IMG/center_2016_12_01_13_35_29_206.jpg, IMG/left_2016_12_01_13_35_29_206.jpg, IMG/right_2016_12_01_13_35_29_206.jpg,0.05219137,0.9855326,0,30.18602
IMG/center_2016_12_01_13_35_29_307.jpg, IMG/left_2016_12_01_13_35_29_307.jpg, IMG/right_2016_12_01_13_35_29_307.jpg,0.100034,0.9855326,0,30.18498
IMG/center_2016_12_01_13_35_29_408.jpg, IMG/left_2016_12_01_13_35_29_408.jpg, IMG/right_2016_12_01_13_35_29_408.jpg,0.1574452,0.9855326,0,30.18314
IMG/center_2016_12_01_13_35_29_509.jpg, IMG/left_2016_12_01_13_35_29_509.jpg, IMG/right_2016_12_01_13_35_29_509.jpg,0.1765823,0.9855326,0,30.1839
IMG/center_2016_12_01_13_35_29_610.jpg, IMG/left_2016_12_01_13_35_29_610.jpg, IMG/right_2016_12_01_13_35_29_610.jpg,0.2722676,0.9855326,0,30.17924
IMG/center_2016_12_01_13_35_29_711.jpg, IMG/left_2016_12_01_13_35_29_711.jpg, IMG/right_2016_12_01_13_35_29_711.jpg,0.2722676,0.9855326,0,30.18225
IMG/center_2016_12_01_13_35_29_813.jpg, IMG/left_2016_12_01_13_35_29_813.jpg, IMG/right_2016_12_01_13_35_29_813.jpg,0.3201102,0.9855326,0,30.18007
IMG/center_2016_12_01_13_35_29_914.jpg, IMG/left_2016_12_01_13_35_29_914.jpg, IMG/right_2016_12_01_13_35_29_914.jpg,0.3583844,0.9855326,0,30.17968
IMG/center_2016_12_01_13_35_30_016.jpg, IMG/left_2016_12_01_13_35_30_016.jpg, IMG/right_2016_12_01_13_35_30_016.jpg,0.3583844,0.9855326,0,30.18188
IMG/center_2016_12_01_13_35_30_120.jpg, IMG/left_2016_12_01_13_35_30_120.jpg, IMG/right_2016_12_01_13_35_30_120.jpg,0.3583844,0.9855326,0,30.18299
IMG/center_2016_12_01_13_35_30_220.jpg, IMG/left_2016_12_01_13_35_30_220.jpg, IMG/right_2016_12_01_13_35_30_220.jpg,0.3583844,0.9855326,0,30.18352
IMG/center_2016_12_01_13_35_30_320.jpg, IMG/left_2016_12_01_13_35_30_320.jpg, IMG/right_2016_12_01_13_35_30_320.jpg,0.3583844,0.9855326,0,30.18382
IMG/center_2016_12_01_13_35_30_421.jpg, IMG/left_2016_12_01_13_35_30_421.jpg, IMG/right_2016_12_01_13_35_30_421.jpg,0.3583844,0.9855326,0,30.18393
IMG/center_2016_12_01_13_35_30_521.jpg, IMG/left_2016_12_01_13_35_30_521.jpg, IMG/right_2016_12_01_13_35_30_521.jpg,0.3201102,0.9855326,0,30.18701
IMG/center_2016_12_01_13_35_30_623.jpg, IMG/left_2016_12_01_13_35_30_623.jpg, IMG/right_2016_12_01_13_35_30_623.jpg,0,0.9855326,0,30.1839
IMG/center_2016_12_01_13_35_30_724.jpg, IMG/left_2016_12_01_13_35_30_724.jpg, IMG/right_2016_12_01_13_35_30_724.jpg,0,0.9855326,0,30.18621
IMG/center_2016_12_01_13_35_30_825.jpg, IMG/left_2016_12_01_13_35_30_825.jpg, IMG/right_2016_12_01_13_35_30_825.jpg,0,0.9855326,0,30.18665
IMG/center_2016_12_01_13_35_30_926.jpg, IMG/left_2016_12_01_13_35_30_926.jpg, IMG/right_2016_12_01_13_35_30_926.jpg,0,0.9855326,0,30.18673
IMG/center_2016_12_01_13_35_31_027.jpg, IMG/left_2016_12_01_13_35_31_027.jpg, IMG/right_2016_12_01_13_35_31_027.jpg,0,0.9855326,0,30.1867
IMG/center_2016_12_01_13_35_31_127.jpg, IMG/left_2016_12_01_13_35_31_127.jpg, IMG/right_2016_12_01_13_35_31_127.jpg,0.07132844,0.9855326,0,30.1853
IMG/center_2016_12_01_13_35_31_229.jpg, IMG/left_2016_12_01_13_35_31_229.jpg, IMG/right_2016_12_01_13_35_31_229.jpg,0.1670138,0.9855326,0,30.18177
IMG/center_2016_12_01_13_35_31_331.jpg, IMG/left_2016_12_01_13_35_31_331.jpg, IMG/right_2016_12_01_13_35_31_331.jpg,0.1861508,0.9855326,0,30.18284
IMG/center_2016_12_01_13_35_31_433.jpg, IMG/left_2016_12_01_13_35_31_433.jpg, IMG/right_2016_12_01_13_35_31_433.jpg,0.2531306,0.9855326,0,30.17921
IMG/center_2016_12_01_13_35_31_535.jpg, IMG/left_2016_12_01_13_35_31_535.jpg, IMG/right_2016_12_01_13_35_31_535.jpg,0.2626991,0.9855326,0,30.18174
